Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR27928120,2024-03-14 15:26:11,2024-02-09 10:33:45,984869,1191425071,0,1209,491,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-run-834/SRR027/27928/SRR27928120/SRR27928120.1,SRX23585175,GSM8072878,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP489128,PRJNA1075068,3,1075068,SRS20430136,SAMN39902345,simple,10090,Mus musculus,GSM8072878,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1800347,,public,33E49EE21DE22D16B392246636C0E798,FC705D965C107AE561125BB06DD7803C
SRR29064933,2024-07-17 13:19:33,2024-05-17 10:50:52,11414216,3424264800,11414216,300,1083,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29064/SRR29064933/SRR29064933.lite.1,SRX24589468,GSM8274937,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP508312,PRJNA1112753,3,1112753,SRS21328301,SAMN41434492,simple,9606,Homo sapiens,GSM8274937,,,,,,,no,,,,,NANJING MEDICAL UNIVERSITY,SRA1868769,,public,739F50229453C4408986D4D0C3FF3586,B7C13E2F9BDD332F8CB98406D604B5AE
SRR29064932,2024-07-17 13:19:33,2024-05-17 10:50:25,11977148,3593144400,11977148,300,1134,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29064/SRR29064932/SRR29064932.lite.1,SRX24589469,GSM8274938,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP508312,PRJNA1112753,3,1112753,SRS21328302,SAMN41434491,simple,9606,Homo sapiens,GSM8274938,,,,,,,no,,,,,NANJING MEDICAL UNIVERSITY,SRA1868769,,public,85FD76808582A7E882361BFAD222D320,DAB529111E45CC566639A62A5708CB5F
SRR27928124,2024-03-14 15:26:11,2024-02-09 10:34:26,669931,1005423609,0,1500,431,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-run-834/SRR027/27928/SRR27928124/SRR27928124.1,SRX23585171,GSM8072874,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP489128,PRJNA1075068,3,1075068,SRS20430128,SAMN39902349,simple,10090,Mus musculus,GSM8072874,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1800347,,public,9F0CBFC4FC49F195E36ADEAEB48C3653,BC009E44CA90F021ED0E29B68B90BA51
SRR27928127,2024-03-14 15:26:11,2024-02-09 10:34:37,700484,1054587265,0,1505,456,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-run-834/SRR027/27928/SRR27928127/SRR27928127.1,SRX23585168,GSM8072871,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP489128,PRJNA1075068,3,1075068,SRS20430130,SAMN39902352,simple,10090,Mus musculus,GSM8072871,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1800347,,public,67A507E847D2C747591B9DFEE3035505,62B50E4FD4E7914E272968D4D56BCC19
SRR27928123,2024-03-14 15:26:11,2024-02-09 10:34:42,827758,1393713298,0,1683,614,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-run-834/SRR027/27928/SRR27928123/SRR27928123.1,SRX23585172,GSM8072875,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP489128,PRJNA1075068,3,1075068,SRS20430132,SAMN39902348,simple,10090,Mus musculus,GSM8072875,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1800347,,public,CDC104B2517E46D11932659FACE51D6B,291B05F06C775E2E0F9881563CF643E2
SRR27928126,2024-03-14 15:26:11,2024-02-09 10:33:50,847754,1250532981,0,1475,538,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-run-834/SRR027/27928/SRR27928126/SRR27928126.1,SRX23585169,GSM8072872,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP489128,PRJNA1075068,3,1075068,SRS20430133,SAMN39902351,simple,10090,Mus musculus,GSM8072872,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1800347,,public,B895F7AF9F0D2F9EAC98D1B5BBEAF92A,23B09E0F4C91581A350663B975A768E2
SRR27928125,2024-03-14 15:26:11,2024-02-09 10:33:45,601051,843674240,0,1403,360,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-run-834/SRR027/27928/SRR27928125/SRR27928125.1,SRX23585170,GSM8072873,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP489128,PRJNA1075068,3,1075068,SRS20430145,SAMN39902350,simple,10090,Mus musculus,GSM8072873,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1800347,,public,2675140D45211504482E47BEF6A2FC3E,13BFAB8152ED6F1772DC5155D1CD343C
SRR27928129,2024-03-14 15:26:11,2024-02-09 10:34:00,753405,1337332861,0,1775,625,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-run-834/SRR027/27928/SRR27928129/SRR27928129.1,SRX23585166,GSM8072869,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP489128,PRJNA1075068,3,1075068,SRS20430126,SAMN39902354,simple,10090,Mus musculus,GSM8072869,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1800347,,public,2BD7BDA5B03DCF1369E815971A2EB112,090EFB46A3FF75C446F2E682F22853E8
SRR27928130,2024-03-14 15:26:11,2024-02-09 10:34:02,729341,1366354085,0,1873,646,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-run-834/SRR027/27928/SRR27928130/SRR27928130.1,SRX23585165,GSM8072868,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP489128,PRJNA1075068,3,1075068,SRS20430127,SAMN39902355,simple,10090,Mus musculus,GSM8072868,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1800347,,public,C5A1A7FEC73AD45B4C6D566056647868,E7E8A8351AD6A5CB2490DCD0740FFB7E
SRR27928128,2024-03-14 15:26:11,2024-02-09 10:33:53,825576,1171234641,0,1418,498,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-run-834/SRR027/27928/SRR27928128/SRR27928128.1,SRX23585167,GSM8072870,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP489128,PRJNA1075068,3,1075068,SRS20430129,SAMN39902353,simple,10090,Mus musculus,GSM8072870,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1800347,,public,73EBCF595F0C83672F46D35124BA182C,6C2D4F780EBE90E1B433695D1AA45D7F
SRR27928131,2024-03-14 15:26:11,2024-02-09 10:34:59,797780,1431739190,0,1794,668,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-run-834/SRR027/27928/SRR27928131/SRR27928131.1,SRX23585164,GSM8072867,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP489128,PRJNA1075068,3,1075068,SRS20430131,SAMN39902356,simple,10090,Mus musculus,GSM8072867,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1800347,,public,CC33002651D59D508099E9A8D6360A34,50CF8009E7400AA45BCE7B096B09DE16
SRR27928132,2024-03-14 15:26:11,2024-02-09 10:34:03,841072,1540455813,0,1831,722,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-run-834/SRR027/27928/SRR27928132/SRR27928132.1,SRX23585163,GSM8072866,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP489128,PRJNA1075068,3,1075068,SRS20430137,SAMN39902357,simple,10090,Mus musculus,GSM8072866,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1800347,,public,9C61EA30834E13736AFC81517BD612B1,711C7DC42D7C4FAE61872256875C8E53
SRR27928137,2024-03-14 15:26:11,2024-02-09 10:34:20,746436,1362970410,0,1825,640,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-run-834/SRR027/27928/SRR27928137/SRR27928137.1,SRX23585158,GSM8072861,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP489128,PRJNA1075068,3,1075068,SRS20430122,SAMN39902362,simple,10090,Mus musculus,GSM8072861,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1800347,,public,E0EF0F6C59BAEC56618365270668D3D7,C4D5FF8A28857B429EA40D120A99FAC3
SRR27928136,2024-03-14 15:26:11,2024-02-09 10:34:00,731483,1319875767,0,1804,618,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-run-834/SRR027/27928/SRR27928136/SRR27928136.1,SRX23585159,GSM8072862,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP489128,PRJNA1075068,3,1075068,SRS20430121,SAMN39902361,simple,10090,Mus musculus,GSM8072862,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1800347,,public,22639D5DC1CC8976DE8528F61AF53716,AC7AD792E16560D50E1BC31F8C5B09FA
SRR27928135,2024-03-14 15:26:11,2024-02-09 10:34:10,836575,1509074315,0,1803,706,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-run-834/SRR027/27928/SRR27928135/SRR27928135.1,SRX23585160,GSM8072863,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP489128,PRJNA1075068,3,1075068,SRS20430123,SAMN39902360,simple,10090,Mus musculus,GSM8072863,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1800347,,public,022F5B7A8C06B461286E48744CA72D1A,E7E7492778335E3969D4F2407AA6A3B6
SRR27928134,2024-03-14 15:26:11,2024-02-09 10:33:55,545300,972048178,0,1782,454,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-run-834/SRR027/27928/SRR27928134/SRR27928134.1,SRX23585161,GSM8072864,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP489128,PRJNA1075068,3,1075068,SRS20430125,SAMN39902359,simple,10090,Mus musculus,GSM8072864,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1800347,,public,353A47B54E332EB82E7A65B1900E57E4,4E9373F5EE2CCEA29A6B169A62536C99
SRR27928133,2024-03-14 15:26:11,2024-02-09 10:34:53,644218,1145427456,0,1778,534,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-run-834/SRR027/27928/SRR27928133/SRR27928133.1,SRX23585162,GSM8072865,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP489128,PRJNA1075068,3,1075068,SRS20430124,SAMN39902358,simple,10090,Mus musculus,GSM8072865,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1800347,,public,EDAC1E54D954B931F3B012D192FE449F,5F74592F220B5B868DDEF0354E130683
SRR26533022,2025-06-01 02:17:42,2023-10-26 08:13:14,24235264,594247269,0,24,763,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR026/26533/SRR26533022/SRR26533022.lite.1,SRX22236224,1,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,MGISEQ-2000RS,SRP466999,PRJNA1029506,,1029506,SRS19290535,SAMN37990277,simple,10090,Mus musculus,NSC-EXO-1,,,,,female,,no,,,,,SHANGHAI FOUTH PEOPLE'S HOSPITAL,SRA1739716,,public,96D2E9FF043E8F2AF26D7D062C47DF2B,A64695D83715E4E9C7C37DF0A5682FD9
SRR26533021,2025-06-01 02:17:42,2023-10-26 08:12:13,23291066,589235982,0,25,745,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR026/26533/SRR26533021/SRR26533021.lite.1,SRX22236225,2,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,MGISEQ-2000RS,SRP466999,PRJNA1029506,,1029506,SRS19290536,SAMN37990278,simple,10090,Mus musculus,NSC-EXO-2,,,,,female,,no,,,,,SHANGHAI FOUTH PEOPLE'S HOSPITAL,SRA1739716,,public,00895B6EA56098A4A9EA4BFC44895209,34529BDB444C758331E4E66DA527E0A8
SRR26533020,2025-06-01 02:17:42,2023-10-26 08:35:31,21867779,502474332,0,22,665,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR026/26533/SRR26533020/SRR26533020.lite.1,SRX22236226,3,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,MGISEQ-2000RS,SRP466999,PRJNA1029506,,1029506,SRS19290537,SAMN37990279,simple,10090,Mus musculus,NSC-EXO-3,,,,,female,,no,,,,,SHANGHAI FOUTH PEOPLE'S HOSPITAL,SRA1739716,,public,20693D442BD126097D3FFB5EE9EE368E,0148B8E2C98D2BE09142C69C988BE666
SRR26512621,2025-05-31 00:10:21,2023-10-25 12:13:09,23733631,1186681550,0,50,1107,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26512/SRR26512621/SRR26512621.lite.1,SRX22216177,8,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,MGISEQ-2000RS,SRP466999,PRJNA1029506,,1029506,SRS19271306,SAMN37977659,simple,10090,Mus musculus,Therapy-2,,,,,male,,no,,,,,SHANGHAI FOUTH PEOPLE'S HOSPITAL,SRA1739067,,public,3C8C9E992744710318763A86202656F7,0E59D2E3689E964F6CE8F4821B8D4771
SRR26512620,2025-05-31 00:10:20,2023-10-25 12:13:10,23738768,1186938400,0,50,1104,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26512/SRR26512620/SRR26512620.lite.1,SRX22216178,9,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,MGISEQ-2000RS,SRP466999,PRJNA1029506,,1029506,SRS19271307,SAMN37977660,simple,10090,Mus musculus,Therapy-3,,,,,male,,no,,,,,SHANGHAI FOUTH PEOPLE'S HOSPITAL,SRA1739067,,public,D890E1398814DA089F5EED0DDEA3DF4E,1D3F0238D40F44530BDC7F930FA8F03E
SRR26512625,2025-05-31 00:10:20,2023-10-25 12:18:36,23731621,1186581050,0,50,1083,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26512/SRR26512625/SRR26512625.lite.1,SRX22216173,4,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,MGISEQ-2000RS,SRP466999,PRJNA1029506,,1029506,SRS19271302,SAMN37977655,simple,10090,Mus musculus,TBI-1,,,,,male,,no,,,,,SHANGHAI FOUTH PEOPLE'S HOSPITAL,SRA1739067,,public,8A19BC0DA902D340DBDE774FB67C9B7A,C7293005DF0A001715A6AC80D921BAB9
SRR26512624,2025-05-31 00:10:20,2023-10-25 12:17:48,23727681,1186384050,0,50,1080,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26512/SRR26512624/SRR26512624.lite.1,SRX22216174,5,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,MGISEQ-2000RS,SRP466999,PRJNA1029506,,1029506,SRS19271303,SAMN37977656,simple,10090,Mus musculus,TBI-2,,,,,male,,no,,,,,SHANGHAI FOUTH PEOPLE'S HOSPITAL,SRA1739067,,public,9FEC4536F0204AE42226021287DB23AC,4B23C38FEAE92FF9F60F4306D2308CD1
SRR26512623,2025-05-31 00:10:21,2023-10-25 12:14:19,23723914,1186195700,0,50,1080,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26512/SRR26512623/SRR26512623.lite.1,SRX22216175,6,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,MGISEQ-2000RS,SRP466999,PRJNA1029506,,1029506,SRS19271304,SAMN37977657,simple,10090,Mus musculus,TBI-3,,,,,male,,no,,,,,SHANGHAI FOUTH PEOPLE'S HOSPITAL,SRA1739067,,public,4BD33DA5B2CB7F27103729E5AC20A225,4B52BCCAAFD8886FD8063BEDFE02CA83
SRR26512622,2025-05-31 00:10:21,2023-10-25 12:12:43,23723527,1186176350,0,50,1130,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26512/SRR26512622/SRR26512622.lite.1,SRX22216176,7,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,MGISEQ-2000RS,SRP466999,PRJNA1029506,,1029506,SRS19271305,SAMN37977658,simple,10090,Mus musculus,Therapy-1,,,,,male,,no,,,,,SHANGHAI FOUTH PEOPLE'S HOSPITAL,SRA1739067,,public,69A07F1FA21391CFB2D17F943E035804,80BFADC57ADA5C225AEE2DA79569355D
SRR26512626,2025-05-31 00:10:20,2023-10-25 12:17:50,23733864,1186693200,0,50,1079,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26512/SRR26512626/SRR26512626.lite.1,SRX22216172,3,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,MGISEQ-2000RS,SRP466999,PRJNA1029506,,1029506,SRS19271301,SAMN37977654,simple,10090,Mus musculus,control-3,,,,,male,,no,,,,,SHANGHAI FOUTH PEOPLE'S HOSPITAL,SRA1739067,,public,B845006538235FE679A17A92A408222C,AD95D5CB9E35D4C4B2F7FC62E22D27FD
SRR26125041,2024-03-14 15:26:59,2023-09-20 21:06:01,77873059,23361917700,77873059,300,7482,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR026/26125/SRR26125041/SRR26125041.lite.1,SRX21838792,GSM7791869,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP462028,PRJNA1019233,3,1019233,SRS18937154,SAMN37475124,simple,10090,Mus musculus,GSM7791869,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1716490,,public,0596750B96DFF4039E286F2ACB1B5B4D,4BE4A6AF8DE1B0F39EA492DE5BAAFEE5
SRR26125042,2024-03-14 15:26:59,2023-09-20 20:44:09,38957728,11687318400,38957728,300,3702,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR026/26125/SRR26125042/SRR26125042.lite.1,SRX21838791,GSM7791868,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP462028,PRJNA1019233,3,1019233,SRS18937155,SAMN37475125,simple,10090,Mus musculus,GSM7791868,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1716490,,public,E85E0C960F6033BC43D57883C72C78C2,DCF97C94DE343CE18DCC647D70DA0C4F
SRR26125040,2024-03-14 15:26:59,2023-09-20 20:45:24,67719312,20315793600,67719312,300,6392,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR026/26125/SRR26125040/SRR26125040.lite.1,SRX21838793,GSM7791870,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP462028,PRJNA1019233,3,1019233,SRS18937157,SAMN37475123,simple,10090,Mus musculus,GSM7791870,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1716490,,public,099F262D88EB8E39862B60D2D4E6719E,01A937F7DEFBDBEBC4FF4A6CDDF3705F
SRR26512628,2025-05-31 00:10:20,2023-10-25 12:23:52,23732751,1186637550,0,50,1084,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26512/SRR26512628/SRR26512628.lite.1,SRX22216170,1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,MGISEQ-2000RS,SRP466999,PRJNA1029506,,1029506,SRS19271299,SAMN37977652,simple,10090,Mus musculus,control-1,,,,,male,,no,,,,,SHANGHAI FOUTH PEOPLE'S HOSPITAL,SRA1739067,,public,C2149CE46FD54E9634A1E383210E7CF9,4DF0F23B4C6E5D23266551B6F4338DAB
SRR26512627,2025-05-31 00:10:20,2023-10-25 12:15:30,23728571,1186428550,0,50,1081,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26512/SRR26512627/SRR26512627.lite.1,SRX22216171,2,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,MGISEQ-2000RS,SRP466999,PRJNA1029506,,1029506,SRS19271300,SAMN37977653,simple,10090,Mus musculus,control-2,,,,,male,,no,,,,,SHANGHAI FOUTH PEOPLE'S HOSPITAL,SRA1739067,,public,ED58692633784DC0752F0A1316E2D6C2,9B2FC85CD6AA5AEB4BA2E0512B4EAC54
SRR26125046,2024-03-14 15:26:59,2023-09-20 21:30:13,54408595,16322578500,54408595,300,5136,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR026/26125/SRR26125046/SRR26125046.lite.1,SRX21838787,GSM7791864,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP462028,PRJNA1019233,3,1019233,SRS18937146,SAMN37475129,simple,10090,Mus musculus,GSM7791864,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1716490,,public,9C203136C8BD6974B534C6669362BDC6,101177AF38A898329B10F658C785AC66
SRR26125047,2024-03-14 15:26:59,2023-09-20 20:53:24,83459459,25037837700,83459459,300,7757,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR026/26125/SRR26125047/SRR26125047.lite.1,SRX21838786,GSM7791863,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP462028,PRJNA1019233,3,1019233,SRS18937148,SAMN37475130,simple,10090,Mus musculus,GSM7791863,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1716490,,public,31EFC0562341927E85EFFA0C4EBD0C1D,5C34E22F3F850B4A5657952A351C975E
SRR26125044,2024-03-14 15:26:59,2023-09-20 20:53:57,61516535,18454960500,61516535,300,5740,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR026/26125/SRR26125044/SRR26125044.lite.1,SRX21838789,GSM7791866,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP462028,PRJNA1019233,3,1019233,SRS18937149,SAMN37475127,simple,10090,Mus musculus,GSM7791866,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1716490,,public,4AE91BC1CE80B227DF3AC6BE2D60C586,52C76CA55537482D632D6A3E8BFCE369
SRR26125045,2024-03-14 15:26:59,2023-09-20 20:50:10,59802958,17940887400,59802958,300,5646,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR026/26125/SRR26125045/SRR26125045.lite.1,SRX21838788,GSM7791865,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP462028,PRJNA1019233,3,1019233,SRS18937151,SAMN37475128,simple,10090,Mus musculus,GSM7791865,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1716490,,public,161A5694F8C3B06FC45BC7F7496D2F1F,C68344659EFCC61ED03AC5246BBE58D0
SRR26125043,2024-03-14 15:26:59,2023-09-20 20:47:13,50590314,15177094200,50590314,300,4744,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR026/26125/SRR26125043/SRR26125043.lite.1,SRX21838790,GSM7791867,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP462028,PRJNA1019233,3,1019233,SRS18937152,SAMN37475126,simple,10090,Mus musculus,GSM7791867,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1716490,,public,A184ED4CF2A7C3F8A1F6913D453D246A,CE9607480866AC216319BF46912D253E
SRR26125052,2024-03-14 15:26:59,2023-09-20 20:40:43,64344365,19303309500,64344365,300,6098,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR026/26125/SRR26125052/SRR26125052.lite.1,SRX21838781,GSM7791858,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP462028,PRJNA1019233,3,1019233,SRS18937147,SAMN37475135,simple,10090,Mus musculus,GSM7791858,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1716490,,public,81D1E7EB32A552083423415C3617BA1E,A43532176703DB10876499DEB74729B9
